Sales Person,Country,Product,Date,Amount,Boxes Shipped,Amount
Beverie Moffet,India,Drinking Coco,05-08-2025,"$6,984.74",51,"6,984.74"
Husein Augar,New Zealand,Peanut Butter Cubes,05-08-2025,"$2,257.14",231,"2,257.14"
Husein Augar,UK,Caramel Stuffed Bars,05-08-2025,"$6,142",310,"6,142"
Mallorie Waber,New Zealand,Mint Chip Choco,06-08-2025,"$1,316.00",107,"1,316.00"
Camilla Castle,Australia,85% Dark Bars,06-08-2025,"$3,790.51",14,"3,790.51"
Mallorie Waber,Canada,85% Dark Bars,07-08-2025,"$1,664.68",465,"1,664.68"
Rafaelita Blaksland,India,Almond Choco,07-08-2025,"$1,420",337,"1,420"
Andria Kimpton,India,Organic Choco Syrup,08-08-2025,"$3,955.00",134,"3,955.00"
Gigi Bohling,Canada,Fruit & Nut Bars,08-08-2025,"$5,782.00",103,"5,782.00"
Van Tuxwell,Australia,Baker's Choco Chips,08-08-2025,"$13,624.31",33,"13,624.31"
Karlen McCaffrey,India,Manuka Honey Choco,09-08-2025,"$2,443.00",581,"2,443.00"
Karlen McCaffrey,Australia,Raspberry Choco,09-08-2025,"$1,145.72",60,"1,145.72"
Karlen McCaffrey,USA,Mint Chip Choco,09-08-2025,"$17,866.48",58,"17,866.48"
Kelci Walkden,Canada,Peanut Butter Cubes,09-08-2025,"$8,041.25",43,"8,041.25"
Kaine Padly,Australia,After Nines,09-08-2025,"$9,617",378,"9,617"
Andria Kimpton,India,After Nines,09-08-2025,"$2,674",53,"2,674"
Dotty Strutley,UK,Caramel Stuffed Bars,10-08-2025,"$6,448.87",244,"6,448.87"
Mallorie Waber,Canada,White Choc,10-08-2025,"$7,240",123,"7,240"
Roddy Speechley,New Zealand,85% Dark Bars,10-08-2025,$478,315,478
Oby Sorrel,Canada,Peanut Butter Cubes,10-08-2025,"$2,589",9,"2,589"
Beverie Moffet,UK,Eclairs,11-08-2025,"$9,749.07",169,"9,749.07"
Beverie Moffet,New Zealand,Peanut Butter Cubes,11-08-2025,"$11,510.68",30,"11,510.68"
Beverie Moffet,Australia,Organic Choco Syrup,11-08-2025,"$4,856",322,"4,856"
Oby Sorrel,Canada,Raspberry Choco,11-08-2025,"$6,431",31,"6,431"
Madelene Upcott,Australia,70% Dark Bites,11-08-2025,"$6,372",28,"6,372"
Brien Boise,Canada,Almond Choco,11-08-2025,"$4,704",243,"4,704"
Jehu Rudeforth,UK,After Nines,12-08-2025,"$2,047.77",169,"2,047.77"
Brien Boise,Canada,Manuka Honey Choco,12-08-2025,"$7,442.69",179,"7,442.69"
Husein Augar,USA,Eclairs,13-08-2025,"$4,025.00",112,"4,025.00"
Curtice Advani,Canada,Choco Coated Almonds,13-08-2025,$591,265,591
Camilla Castle,New Zealand,85% Dark Bars,13-08-2025,"$9,394",221,"9,394"
Ches Bonnell,UK,85% Dark Bars,14-08-2025,"$14,924.00",12,"14,924.00"
Camilla Castle,Canada,70% Dark Bites,14-08-2025,"$9,716.00",151,"9,716.00"
Madelene Upcott,India,Choco Coated Almonds,14-08-2025,"$3,720.22",141,"3,720.22"
Barr Faughny,USA,Caramel Stuffed Bars,14-08-2025,"$8,544",208,"8,544"
Beverie Moffet,UK,50% Dark Bites,14-08-2025,"$8,426",104,"8,426"
Mallorie Waber,Australia,Smooth Sliky Salty,14-08-2025,$412,40,412
Brien Boise,New Zealand,White Choc,15-08-2025,"$5,509.00",321,"5,509.00"
Beverie Moffet,New Zealand,Organic Choco Syrup,15-08-2025,$767,335,767
Husein Augar,Australia,Eclairs,15-08-2025,"$8,621",49,"8,621"
Karlen McCaffrey,Canada,Eclairs,16-08-2025,"$3,850.87",372,"3,850.87"
Marney O'Breen,Australia,Smooth Sliky Salty,16-08-2025,"$4,059.92",179,"4,059.92"
Marney O'Breen,USA,After Nines,16-08-2025,"$5,611.65",159,"5,611.65"
Beverie Moffet,Australia,Fruit & Nut Bars,16-08-2025,"$7,330",2,"7,330"
Mallorie Waber,New Zealand,Orange Choco,16-08-2025,"$5,501",119,"5,501"
Ches Bonnell,India,Spicy Special Slims,16-08-2025,"$1,390",26,"1,390"
Camilla Castle,USA,85% Dark Bars,16-08-2025,"$2,728",30,"2,728"
Curtice Advani,India,85% Dark Bars,17-08-2025,$273.00,402,273
Curtice Advani,Canada,99% Dark & Pure,17-08-2025,"$12,586.00",7,"12,586.00"
Mallorie Waber,New Zealand,Manuka Honey Choco,17-08-2025,"$10,927.22",11,"10,927.22"
Brien Boise,New Zealand,Baker's Choco Chips,17-08-2025,"$6,977",267,"6,977"
Marney O'Breen,Canada,Milk Bars,18-08-2025,"$2,618.15",312,"2,618.15"
Husein Augar,USA,99% Dark & Pure,18-08-2025,"$10,020.18",113,"10,020.18"
Dotty Strutley,New Zealand,White Choc,18-08-2025,"$8,423.36",63,"8,423.36"
Marney O'Breen,USA,Baker's Choco Chips,18-08-2025,"$7,167",264,"7,167"
Curtice Advani,USA,After Nines,19-08-2025,"$14,885.97",248,"14,885.97"
Gunar Cockshoot,Australia,After Nines,19-08-2025,"$9,832",224,"9,832"
Jan Morforth,Australia,Orange Choco,20-08-2025,"$3,364.44",126,"3,364.44"
Wilone O'Kielt,USA,Milk Bars,20-08-2025,"$5,298.68",96,"5,298.68"
Mallorie Waber,UK,50% Dark Bites,20-08-2025,"$7,421",219,"7,421"
Kaine Padly,India,70% Dark Bites,20-08-2025,"$6,967",107,"6,967"
Dennison Crosswaite,New Zealand,White Choc,20-08-2025,"$7,724",172,"7,724"
Camilla Castle,USA,Spicy Special Slims,21-08-2025,"$9,942",179,"9,942"
Ches Bonnell,Canada,Baker's Choco Chips,22-08-2025,"$7,968.23",373,"7,968.23"
Roddy Speechley,New Zealand,85% Dark Bars,22-08-2025,"$5,096.21",284,"5,096.21"
Camilla Castle,New Zealand,99% Dark & Pure,22-08-2025,"$9,274",32,"9,274"
Gunar Cockshoot,Australia,Raspberry Choco,22-08-2025,"$5,446",51,"5,446"
Beverie Moffet,Australia,Milk Bars,23-08-2025,$793.17,400,793.17
Curtice Advani,Canada,Organic Choco Syrup,23-08-2025,"$6,847",136,"6,847"
Roddy Speechley,New Zealand,Orange Choco,24-08-2025,$51.29,100,51.29
Oby Sorrel,Canada,Raspberry Choco,24-08-2025,"$1,902.47",217,"1,902.47"
Beverie Moffet,New Zealand,White Choc,24-08-2025,"$7,946.49",7,"7,946.49"
Marney O'Breen,Australia,Manuka Honey Choco,24-08-2025,"$5,633",63,"5,633"
Beverie Moffet,USA,85% Dark Bars,25-08-2025,"$13,156.49",360,"13,156.49"
Kelci Walkden,UK,85% Dark Bars,26-08-2025,"$4,188.43",235,"4,188.43"
Husein Augar,India,70% Dark Bites,26-08-2025,"$7,745.33",164,"7,745.33"
Kelci Walkden,India,After Nines,26-08-2025,$637,193,637
Camilla Castle,USA,85% Dark Bars,26-08-2025,"$3,482",187,"3,482"
Madelene Upcott,UK,Raspberry Choco,27-08-2025,"$8,442.19",347,"8,442.19"
Jan Morforth,India,Peanut Butter Cubes,27-08-2025,"$6,230",345,"6,230"
Brien Boise,India,Smooth Sliky Salty,27-08-2025,"$5,243",80,"5,243"
Kelci Walkden,New Zealand,White Choc,27-08-2025,"$5,935",86,"5,935"
Kelci Walkden,India,Mint Chip Choco,27-08-2025,"$5,077",324,"5,077"
Madelene Upcott,UK,Fruit & Nut Bars,27-08-2025,"$6,408",264,"6,408"
Rafaelita Blaksland,Australia,Raspberry Choco,27-08-2025,"$6,592",123,"6,592"
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,28-08-2025,"$2,236.11",46,"2,236.11"
Camilla Castle,Canada,Orange Choco,28-08-2025,"$9,056.10",58,"9,056.10"
Mallorie Waber,USA,50% Dark Bites,28-08-2025,"$4,151",13,"4,151"
Wilone O'Kielt,New Zealand,Baker's Choco Chips,28-08-2025,"$2,634",342,"2,634"
Oby Sorrel,India,99% Dark & Pure,28-08-2025,"$2,034",231,"2,034"
Husein Augar,USA,White Choc,29-08-2025,"$2,030.00",60,"2,030.00"
Rafaelita Blaksland,Australia,50% Dark Bites,29-08-2025,"$1,025",369,"1,025"
Madelene Upcott,Australia,Organic Choco Syrup,30-08-2025,"$10,794.00",50,"10,794.00"
Van Tuxwell,Canada,Drinking Coco,30-08-2025,"$4,552",206,"4,552"
Madelene Upcott,UK,Peanut Butter Cubes,30-08-2025,"$5,169",39,"5,169"
Jan Morforth,India,Spicy Special Slims,30-08-2025,"$6,899",337,"6,899"
Barr Faughny,India,Mint Chip Choco,31-08-2025,"$7,413.00",465,"7,413.00"
Marney O'Breen,Australia,Manuka Honey Choco,31-08-2025,"$13,076.00",236,"13,076.00"
Husein Augar,India,Spicy Special Slims,31-08-2025,"$2,492.00",33,"2,492.00"
Brien Boise,India,Raspberry Choco,31-08-2025,"$6,833.28",157,"6,833.28"
Gunar Cockshoot,Australia,Almond Choco,31-08-2025,"$4,498.05",464,"4,498.05"
Dennison Crosswaite,Canada,85% Dark Bars,31-08-2025,"$2,694",9,"2,694"
Gigi Bohling,USA,Milk Bars,31-08-2025,"$4,001",153,"4,001"
Kelci Walkden,UK,Orange Choco,01-09-2025,"$3,640.00",3,"3,640.00"
Barr Faughny,USA,Raspberry Choco,01-09-2025,"$8,559",319,"8,559"
Dotty Strutley,UK,Almond Choco,01-09-2025,$295,151,295
Brien Boise,New Zealand,Organic Choco Syrup,01-09-2025,"$5,898",347,"5,898"
Rafaelita Blaksland,India,Mint Chip Choco,02-09-2025,"$15,473.00",91,"15,473.00"
Jehu Rudeforth,Australia,After Nines,02-09-2025,"$5,602.02",51,"5,602.02"
Brien Boise,USA,Organic Choco Syrup,02-09-2025,"$17,415.67",148,"17,415.67"
Curtice Advani,New Zealand,Peanut Butter Cubes,03-09-2025,"$1,533.00",434,"1,533.00"
Gigi Bohling,USA,Smooth Sliky Salty,03-09-2025,"$2,972.07",129,"2,972.07"
Ches Bonnell,Canada,Eclairs,03-09-2025,"$2,048.58",170,"2,048.58"
Van Tuxwell,UK,Drinking Coco,03-09-2025,"$6,397.05",136,"6,397.05"
Jan Morforth,UK,Orange Choco,03-09-2025,"$3,015",281,"3,015"
Wilone O'Kielt,New Zealand,Almond Choco,03-09-2025,"$9,920",271,"9,920"
Karlen McCaffrey,New Zealand,Eclairs,04-09-2025,"$2,597.00",177,"2,597.00"
Wilone O'Kielt,Canada,Smooth Sliky Salty,04-09-2025,"$5,263.45",165,"5,263.45"
Jehu Rudeforth,UK,White Choc,04-09-2025,"$1,889.83",286,"1,889.83"
Van Tuxwell,UK,Almond Choco,04-09-2025,"$12,123.84",222,"12,123.84"
Beverie Moffet,Australia,Eclairs,04-09-2025,"$2,134.65",6,"2,134.65"
Karlen McCaffrey,New Zealand,Drinking Coco,04-09-2025,"$2,493",259,"2,493"
Andria Kimpton,India,Spicy Special Slims,04-09-2025,"$6,130",291,"6,130"
Barr Faughny,New Zealand,50% Dark Bites,04-09-2025,"$7,305",97,"7,305"
Madelene Upcott,New Zealand,Milk Bars,05-09-2025,"$12,558.00",403,"12,558.00"
Beverie Moffet,India,Eclairs,05-09-2025,"$10,325.00",147,"10,325.00"
Dotty Strutley,New Zealand,Raspberry Choco,05-09-2025,"$6,192.19",99,"6,192.19"
Kelci Walkden,UK,Choco Coated Almonds,05-09-2025,"$2,022",14,"2,022"
Madelene Upcott,New Zealand,Caramel Stuffed Bars,05-09-2025,"$8,740",130,"8,740"
Karlen McCaffrey,New Zealand,Mint Chip Choco,05-09-2025,"$6,507",124,"6,507"
Jehu Rudeforth,USA,White Choc,06-09-2025,"$6,646.33",117,"6,646.33"
Kelci Walkden,New Zealand,Spicy Special Slims,06-09-2025,$731.19,69,731.19
Mallorie Waber,Canada,Orange Choco,06-09-2025,"$2,895",138,"2,895"
Curtice Advani,UK,Manuka Honey Choco,06-09-2025,"$4,515",130,"4,515"
Ches Bonnell,Canada,Organic Choco Syrup,06-09-2025,"$5,111",267,"5,111"
Wilone O'Kielt,Australia,Manuka Honey Choco,07-09-2025,"$6,371",131,"6,371"
Dotty Strutley,New Zealand,White Choc,07-09-2025,$545,389,545
Van Tuxwell,Australia,Baker's Choco Chips,07-09-2025,"$4,729",147,"4,729"
Gigi Bohling,USA,Smooth Sliky Salty,08-09-2025,"$2,583.00",126,"2,583.00"
Jan Morforth,New Zealand,Manuka Honey Choco,08-09-2025,"$4,501",302,"4,501"
Marney O'Breen,India,After Nines,08-09-2025,"$6,142",174,"6,142"
Jehu Rudeforth,USA,Smooth Sliky Salty,08-09-2025,"$9,529",224,"9,529"
Jehu Rudeforth,UK,Fruit & Nut Bars,09-09-2025,"$8,589.00",229,"8,589.00"
Kelci Walkden,USA,Drinking Coco,09-09-2025,"$7,353",251,"7,353"
Kaine Padly,USA,Spicy Special Slims,10-09-2025,"$5,378",216,"5,378"
Kaine Padly,Australia,Eclairs,10-09-2025,"$6,906",139,"6,906"
Barr Faughny,USA,Fruit & Nut Bars,11-09-2025,"$9,058.00",46,"9,058.00"
Andria Kimpton,USA,85% Dark Bars,11-09-2025,"$9,458.03",87,"9,458.03"
Kaine Padly,USA,Peanut Butter Cubes,12-09-2025,"$6,790.00",188,"6,790.00"
Curtice Advani,Canada,Almond Choco,12-09-2025,"$5,879.10",75,"5,879.10"
Rafaelita Blaksland,USA,Smooth Sliky Salty,12-09-2025,"$17,662.05",230,"17,662.05"
Curtice Advani,New Zealand,50% Dark Bites,13-09-2025,"$9,765.00",85,"9,765.00"
Marney O'Breen,UK,Orange Choco,13-09-2025,"$11,319.00",12,"11,319.00"
Jan Morforth,New Zealand,Orange Choco,13-09-2025,"$1,350.26",89,"1,350.26"
Dotty Strutley,Canada,Manuka Honey Choco,13-09-2025,"$12,048.56",113,"12,048.56"
Dotty Strutley,Australia,Mint Chip Choco,13-09-2025,"$5,665",169,"5,665"
Husein Augar,Australia,Eclairs,13-09-2025,"$9,388",320,"9,388"
Van Tuxwell,India,Almond Choco,13-09-2025,"$1,461",294,"1,461"
Marney O'Breen,USA,Baker's Choco Chips,13-09-2025,"$7,220",382,"7,220"
Gunar Cockshoot,New Zealand,Raspberry Choco,13-09-2025,"$5,792",394,"5,792"
Rafaelita Blaksland,Australia,Smooth Sliky Salty,13-09-2025,$294,312,294
Oby Sorrel,USA,Almond Choco,14-09-2025,"$6,440.00",141,"6,440.00"
Madelene Upcott,Australia,85% Dark Bars,14-09-2025,"$1,575.00",329,"1,575.00"
Kelci Walkden,UK,Orange Choco,14-09-2025,"$8,771",86,"8,771"
Kaine Padly,Australia,Peanut Butter Cubes,14-09-2025,"$4,926",174,"4,926"
Jan Morforth,Canada,70% Dark Bites,14-09-2025,"$2,040",8,"2,040"
Dennison Crosswaite,Australia,Raspberry Choco,15-09-2025,"$5,740.00",31,"5,740.00"
Kelci Walkden,New Zealand,Manuka Honey Choco,15-09-2025,"$1,358.00",106,"1,358.00"
Gunar Cockshoot,USA,Eclairs,15-09-2025,"$7,368.94",45,"7,368.94"
Kaine Padly,Canada,85% Dark Bars,15-09-2025,"$1,859.96",33,"1,859.96"
Andria Kimpton,Canada,Caramel Stuffed Bars,15-09-2025,"$2,003",328,"2,003"
Dotty Strutley,USA,Raspberry Choco,15-09-2025,"$8,270",63,"8,270"
Beverie Moffet,UK,50% Dark Bites,15-09-2025,"$5,406",346,"5,406"
Mallorie Waber,India,Raspberry Choco,16-09-2025,"$1,676.82",2,"1,676.82"
Gunar Cockshoot,UK,99% Dark & Pure,16-09-2025,"$3,362",366,"3,362"
Madelene Upcott,UK,Peanut Butter Cubes,16-09-2025,"$1,891",58,"1,891"
Kelci Walkden,India,Mint Chip Choco,17-09-2025,"$3,105.45",116,"3,105.45"
Dennison Crosswaite,Australia,99% Dark & Pure,17-09-2025,"$5,431",72,"5,431"
Dotty Strutley,USA,Raspberry Choco,18-09-2025,"$3,590.55",47,"3,590.55"
Jan Morforth,New Zealand,Mint Chip Choco,18-09-2025,"$20,402.17",297,"20,402.17"
Wilone O'Kielt,Australia,Caramel Stuffed Bars,18-09-2025,"$2,243.44",11,"2,243.44"
Roddy Speechley,UK,Peanut Butter Cubes,18-09-2025,"$4,659",312,"4,659"
Karlen McCaffrey,Australia,Spicy Special Slims,18-09-2025,"$4,739",316,"4,739"
Dennison Crosswaite,Canada,Organic Choco Syrup,19-09-2025,"$8,491.00",75,"8,491.00"
Madelene Upcott,Australia,Spicy Special Slims,19-09-2025,"$7,182.00",408,"7,182.00"
Kelci Walkden,New Zealand,After Nines,19-09-2025,$147.00,72,147
Oby Sorrel,Australia,85% Dark Bars,19-09-2025,"$7,956.28",27,"7,956.28"
Beverie Moffet,New Zealand,85% Dark Bars,19-09-2025,"$12,205.52",23,"12,205.52"
Jehu Rudeforth,USA,99% Dark & Pure,19-09-2025,"$2,996.83",227,"2,996.83"
Wilone O'Kielt,USA,Choco Coated Almonds,19-09-2025,$437,78,437
Beverie Moffet,India,Manuka Honey Choco,19-09-2025,"$1,527",198,"1,527"
Gigi Bohling,India,Peanut Butter Cubes,19-09-2025,"$7,978",89,"7,978"
Kelci Walkden,India,70% Dark Bites,20-09-2025,"$3,640.00",106,"3,640.00"
Oby Sorrel,Canada,99% Dark & Pure,20-09-2025,"$4,033.53",430,"4,033.53"
Camilla Castle,Canada,Drinking Coco,20-09-2025,"$13,524.05",253,"13,524.05"
Gigi Bohling,Australia,Raspberry Choco,20-09-2025,"$7,696.46",313,"7,696.46"
Andria Kimpton,India,Eclairs,20-09-2025,"$2,413.05",82,"2,413.05"
Jan Morforth,Australia,50% Dark Bites,20-09-2025,"$3,894.16",173,"3,894.16"
Karlen McCaffrey,Australia,Almond Choco,20-09-2025,"$7,155",308,"7,155"
Husein Augar,UK,White Choc,20-09-2025,"$3,475",396,"3,475"
Mallorie Waber,New Zealand,After Nines,20-09-2025,"$9,101",350,"9,101"
Ches Bonnell,Australia,Eclairs,20-09-2025,"$1,956",160,"1,956"
Beverie Moffet,Canada,Baker's Choco Chips,20-09-2025,"$5,133",41,"5,133"
Wilone O'Kielt,UK,Organic Choco Syrup,20-09-2025,"$2,113",358,"2,113"
Wilone O'Kielt,Australia,Drinking Coco,21-09-2025,"$4,284",87,"4,284"
Gigi Bohling,Canada,Drinking Coco,21-09-2025,"$3,290",1,"3,290"
Rafaelita Blaksland,New Zealand,After Nines,22-09-2025,"$1,245.91",90,"1,245.91"
Andria Kimpton,USA,Raspberry Choco,22-09-2025,"$7,977",37,"7,977"
Oby Sorrel,Australia,50% Dark Bites,23-09-2025,$721.00,151,721
Marney O'Breen,UK,Smooth Sliky Salty,23-09-2025,"$18,991.00",88,"18,991.00"
Kelci Walkden,USA,Organic Choco Syrup,23-09-2025,"$9,870.00",152,"9,870.00"
Barr Faughny,UK,Raspberry Choco,23-09-2025,"$6,323.45",70,"6,323.45"
Dennison Crosswaite,New Zealand,Drinking Coco,23-09-2025,$220,48,220
Curtice Advani,Australia,Milk Bars,23-09-2025,"$4,108",5,"4,108"
Gunar Cockshoot,UK,Smooth Sliky Salty,23-09-2025,"$9,051",263,"9,051"
Roddy Speechley,New Zealand,85% Dark Bars,24-09-2025,"$4,844.00",275,"4,844.00"
Mallorie Waber,Australia,Milk Bars,24-09-2025,"$2,779.00",104,"2,779.00"
Oby Sorrel,India,Organic Choco Syrup,24-09-2025,"$3,201",286,"3,201"
Curtice Advani,India,Manuka Honey Choco,24-09-2025,$694,21,694
Jan Morforth,India,Baker's Choco Chips,24-09-2025,"$8,428",388,"8,428"
Jehu Rudeforth,India,Eclairs,25-09-2025,"$9,574.38",134,"9,574.38"
Oby Sorrel,New Zealand,Baker's Choco Chips,25-09-2025,"$12,073.18",51,"12,073.18"
Van Tuxwell,Canada,Almond Choco,25-09-2025,"$3,102",193,"3,102"
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,25-09-2025,"$9,548",30,"9,548"
Oby Sorrel,India,Smooth Sliky Salty,25-09-2025,"$2,511",253,"2,511"
Ches Bonnell,New Zealand,After Nines,26-09-2025,"$5,705.00",350,"5,705.00"
Camilla Castle,New Zealand,99% Dark & Pure,26-09-2025,"$2,518.50",45,"2,518.50"
Barr Faughny,New Zealand,50% Dark Bites,26-09-2025,"$5,185.36",321,"5,185.36"
Curtice Advani,Australia,Organic Choco Syrup,26-09-2025,"$3,717.35",322,"3,717.35"
Kaine Padly,UK,Orange Choco,26-09-2025,"$2,252.94",196,"2,252.94"
Roddy Speechley,Australia,Drinking Coco,26-09-2025,"$7,264",40,"7,264"
Marney O'Breen,Australia,Choco Coated Almonds,26-09-2025,"$3,907",14,"3,907"
Kelci Walkden,Australia,Orange Choco,27-09-2025,"$11,597.46",462,"11,597.46"
Ches Bonnell,India,Smooth Sliky Salty,27-09-2025,"$4,037",288,"4,037"
Barr Faughny,New Zealand,Smooth Sliky Salty,27-09-2025,"$9,022",84,"9,022"
Ches Bonnell,India,Caramel Stuffed Bars,27-09-2025,"$5,506",267,"5,506"
Madelene Upcott,New Zealand,Mint Chip Choco,28-09-2025,"$8,502.77",4,"8,502.77"
Ches Bonnell,India,Almond Choco,28-09-2025,"$12,124.05",80,"12,124.05"
Mallorie Waber,Australia,Raspberry Choco,28-09-2025,"$9,479.65",26,"9,479.65"
Jan Morforth,India,Choco Coated Almonds,28-09-2025,"$2,669.61",143,"2,669.61"
Curtice Advani,Australia,Milk Bars,28-09-2025,"$7,467.12",18,"7,467.12"
Dotty Strutley,Australia,Almond Choco,28-09-2025,"$1,754.11",95,"1,754.11"
Gunar Cockshoot,Canada,After Nines,28-09-2025,"$7,858",248,"7,858"
Kelci Walkden,Canada,Fruit & Nut Bars,28-09-2025,"$8,357",377,"8,357"
Ches Bonnell,India,Spicy Special Slims,30-09-2025,"$11,010.43",103,"11,010.43"
Gigi Bohling,Australia,Almond Choco,30-09-2025,"$1,010.37",127,"1,010.37"
Barr Faughny,UK,50% Dark Bites,30-09-2025,$639.95,71,639.95
Marney O'Breen,Australia,Organic Choco Syrup,30-09-2025,$295.62,182,295.62
Ches Bonnell,New Zealand,Milk Bars,30-09-2025,"$8,401",125,"8,401"
Madelene Upcott,UK,Choco Coated Almonds,01-10-2025,"$1,496",282,"1,496"
Ches Bonnell,Canada,Spicy Special Slims,01-10-2025,"$5,038",169,"5,038"
Curtice Advani,Canada,Choco Coated Almonds,01-10-2025,"$5,446",320,"5,446"
Kelci Walkden,Canada,Baker's Choco Chips,02-10-2025,"$7,785",4,"7,785"
Rafaelita Blaksland,UK,Spicy Special Slims,03-10-2025,"$6,488",386,"6,488"
Curtice Advani,New Zealand,Mint Chip Choco,03-10-2025,"$8,610",282,"8,610"
Andria Kimpton,Canada,Peanut Butter Cubes,03-10-2025,"$6,292",188,"6,292"
Wilone O'Kielt,New Zealand,85% Dark Bars,03-10-2025,"$2,779",400,"2,779"
Dotty Strutley,India,Mint Chip Choco,03-10-2025,"$6,747",276,"6,747"
Kaine Padly,USA,85% Dark Bars,04-10-2025,$483.00,259,483
Camilla Castle,Australia,Raspberry Choco,04-10-2025,"$6,342.00",178,"6,342.00"
Marney O'Breen,India,Fruit & Nut Bars,04-10-2025,$779,287,779
Roddy Speechley,Canada,Orange Choco,04-10-2025,"$6,976",357,"6,976"
Kelci Walkden,India,Milk Bars,05-10-2025,$975.67,105,975.67
Ches Bonnell,New Zealand,Milk Bars,05-10-2025,"$4,474.52",120,"4,474.52"
Dennison Crosswaite,New Zealand,Manuka Honey Choco,05-10-2025,"$7,743",214,"7,743"
Gigi Bohling,New Zealand,Manuka Honey Choco,05-10-2025,$951,237,951
Jan Morforth,India,Smooth Sliky Salty,05-10-2025,"$5,670",141,"5,670"
Gigi Bohling,Canada,Drinking Coco,05-10-2025,"$1,983",197,"1,983"
Husein Augar,Australia,99% Dark & Pure,05-10-2025,"$6,318",380,"6,318"
Ches Bonnell,UK,Orange Choco,06-10-2025,"$14,238.00",54,"14,238.00"
Husein Augar,UK,After Nines,06-10-2025,"$3,707.27",392,"3,707.27"
Kelci Walkden,USA,Spicy Special Slims,06-10-2025,$454,216,454
Kaine Padly,Australia,Mint Chip Choco,06-10-2025,"$3,967",209,"3,967"
Kaine Padly,UK,Choco Coated Almonds,07-10-2025,"$8,022.00",123,"8,022.00"
Andria Kimpton,Australia,Almond Choco,07-10-2025,"$3,430.58",174,"3,430.58"
Mallorie Waber,Canada,Smooth Sliky Salty,07-10-2025,"$2,202.46",97,"2,202.46"
Ches Bonnell,USA,70% Dark Bites,07-10-2025,"$4,778.36",124,"4,778.36"
Brien Boise,Australia,Peanut Butter Cubes,07-10-2025,$352.51,196,352.51
Ches Bonnell,India,Choco Coated Almonds,07-10-2025,"$1,781",88,"1,781"
Husein Augar,UK,Almond Choco,08-10-2025,"$8,309.00",166,"8,309.00"
Gigi Bohling,Australia,Orange Choco,08-10-2025,$676.29,158,676.29
Mallorie Waber,India,White Choc,08-10-2025,"$4,000",55,"4,000"
Beverie Moffet,USA,85% Dark Bars,08-10-2025,"$5,479",115,"5,479"
Madelene Upcott,New Zealand,White Choc,09-10-2025,"$11,510.71",56,"11,510.71"
Marney O'Breen,Australia,Baker's Choco Chips,09-10-2025,"$6,224.33",100,"6,224.33"
Husein Augar,USA,85% Dark Bars,09-10-2025,$213,282,213
Barr Faughny,New Zealand,Manuka Honey Choco,09-10-2025,"$6,098",17,"6,098"
Dennison Crosswaite,Australia,99% Dark & Pure,09-10-2025,"$3,865",374,"3,865"
Gunar Cockshoot,Australia,Fruit & Nut Bars,09-10-2025,"$6,261",314,"6,261"
Husein Augar,Canada,Eclairs,10-10-2025,"$3,696.00",233,"3,696.00"
Mallorie Waber,Australia,Spicy Special Slims,10-10-2025,"$5,439.00",287,"5,439.00"
Kaine Padly,India,Milk Bars,10-10-2025,"$3,168.11",93,"3,168.11"
Andria Kimpton,New Zealand,Almond Choco,10-10-2025,"$5,237",111,"5,237"
Kelci Walkden,UK,Eclairs,10-10-2025,"$2,034",288,"2,034"
Dotty Strutley,India,White Choc,11-10-2025,"$12,327.00",330,"12,327.00"
Ches Bonnell,Canada,Baker's Choco Chips,11-10-2025,"$4,582",141,"4,582"
Curtice Advani,UK,50% Dark Bites,11-10-2025,$313,5,313
Kaine Padly,USA,Organic Choco Syrup,12-10-2025,"$2,518.50",24,"2,518.50"
Dotty Strutley,USA,99% Dark & Pure,12-10-2025,"$6,605",116,"6,605"
Van Tuxwell,Canada,Almond Choco,12-10-2025,"$8,110",127,"8,110"
Gunar Cockshoot,UK,Eclairs,12-10-2025,"$3,970",25,"3,970"
Jehu Rudeforth,Australia,Drinking Coco,12-10-2025,"$5,927",308,"5,927"
Rafaelita Blaksland,Canada,Drinking Coco,12-10-2025,"$9,605",204,"9,605"
Rafaelita Blaksland,New Zealand,After Nines,13-10-2025,"$1,099.00",92,"1,099.00"
Jehu Rudeforth,Canada,Spicy Special Slims,13-10-2025,"$2,189.70",29,"2,189.70"
Dennison Crosswaite,Australia,99% Dark & Pure,13-10-2025,"$3,020.67",19,"3,020.67"
